SA2,SA2 NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
309071256,Oxenford - Maudsland," 8,047 "," 8,233 "," 8,340 "," 8,512 "," 8,974 "," 9,215 ", 40 , 40 , 41 , 41 , 41 , 41 ," 362,687,377 "," 395,023,359 "," 425,381,918 "," 450,952,671 "," 491,170,382 "," 519,007,459 "," 39,561 "," 41,780 "," 43,206 "," 44,813 "," 46,766 "," 48,596 "," 45,071 "," 47,980 "," 51,005 "," 52,978 "," 54,733 "," 56,322 "
309071257,Pimpama," 1,803 "," 1,941 "," 2,252 "," 2,589 "," 3,256 "," 4,413 ", 35 , 35 , 35 , 35 , 34 , 33 ," 79,853,065 "," 92,838,724 "," 111,734,435 "," 130,260,078 "," 168,133,865 "," 224,310,204 "," 40,264 "," 42,596 "," 44,138 "," 44,686 "," 45,539 "," 45,269 "," 44,289 "," 47,830 "," 49,616 "," 50,313 "," 51,638 "," 50,829 "
309071258,Upper Coomera - Willow Vale," 12,358 "," 13,047 "," 13,910 "," 14,757 "," 15,943 "," 17,065 ", 37 , 37 , 38 , 38 , 38 , 38 ," 575,012,273 "," 657,531,378 "," 740,900,981 "," 806,530,098 "," 886,579,617 "," 954,445,908 "," 40,560 "," 43,173 "," 44,491 "," 45,606 "," 46,484 "," 47,841 "," 46,530 "," 50,397 "," 53,264 "," 54,654 "," 55,609 "," 55,930 "
309081259,Clear Island Waters," 2,475 "," 2,502 "," 2,557 "," 2,616 "," 2,686 "," 2,610 ", 50 , 50 , 50 , 50 , 50 , 49 ," 134,147,595 "," 136,159,333 "," 150,289,063 "," 158,353,126 "," 168,470,984 "," 166,601,241 "," 33,751 "," 35,983 "," 38,623 "," 39,260 "," 39,932 "," 41,637 "," 54,201 "," 54,420 "," 58,776 "," 60,533 "," 62,722 "," 63,832 "
309081260,Merrimac," 3,302 "," 3,401 "," 3,507 "," 3,579 "," 3,724 "," 3,821 ", 39 , 40 , 40 , 40 , 40 , 41 ," 134,336,507 "," 146,660,872 "," 160,492,698 "," 168,727,911 "," 180,562,555 "," 192,260,440 "," 37,293 "," 38,759 "," 41,048 "," 40,887 "," 42,808 "," 44,883 "," 40,683 "," 43,123 "," 45,764 "," 47,144 "," 48,486 "," 50,317 "
309081261,Robina," 11,957 "," 12,154 "," 12,416 "," 12,891 "," 13,523 "," 13,735 ", 43 , 44 , 44 , 44 , 44 , 44 ," 522,516,910 "," 564,262,466 "," 626,123,401 "," 664,370,528 "," 703,091,241 "," 733,981,675 "," 36,024 "," 37,500 "," 39,937 "," 41,197 "," 42,038 "," 43,326 "," 43,700 "," 46,426 "," 50,429 "," 51,538 "," 51,992 "," 53,439 "
309081262,Varsity Lakes," 7,434 "," 7,500 "," 7,701 "," 7,916 "," 8,308 "," 8,546 ", 37 , 38 , 38 , 39 , 39 , 39 ," 309,562,221 "," 333,469,322 "," 369,235,024 "," 394,606,386 "," 421,608,172 "," 440,364,400 "," 35,647 "," 37,748 "," 39,453 "," 40,702 "," 42,151 "," 43,194 "," 41,641 "," 44,463 "," 47,946 "," 49,849 "," 50,747 "," 51,529 "
309091263,Ashmore," 6,699 "," 6,622 "," 6,742 "," 6,794 "," 6,934 "," 6,937 ", 43 , 43 , 44 , 44 , 44 , 44 ," 295,399,527 "," 316,951,344 "," 343,798,255 "," 354,882,684 "," 366,764,559 "," 378,202,230 "," 36,687 "," 39,062 "," 40,523 "," 41,138 "," 42,303 "," 44,234 "," 44,096 "," 47,863 "," 50,994 "," 52,235 "," 52,894 "," 54,520 "
309091264,Molendinar," 3,496 "," 3,480 "," 3,537 "," 3,558 "," 3,635 "," 3,787 ", 40 , 41 , 41 , 41 , 41 , 41 ," 144,358,562 "," 152,207,464 "," 163,991,199 "," 174,943,023 "," 180,105,795 "," 189,275,263 "," 34,577 "," 36,621 "," 38,207 "," 39,731 "," 40,827 "," 41,465 "," 41,292 "," 43,738 "," 46,364 "," 49,169 "," 49,548 "," 49,980 "
309091265,Parkwood," 4,970 "," 4,951 "," 4,890 "," 4,974 "," 5,173 "," 5,196 ", 41 , 42 , 42 , 43 , 42 , 42 ," 210,389,137 "," 224,882,705 "," 239,015,493 "," 247,218,690 "," 262,128,355 "," 271,336,989 "," 36,296 "," 37,909 "," 39,949 "," 41,436 "," 41,968 "," 43,797 "," 42,332 "," 45,422 "," 48,878 "," 49,702 "," 50,672 "," 52,220 "
309091540,Southport - North," 6,466 "," 6,456 "," 6,603 "," 6,741 "," 7,181 "," 7,558 ", 34 , 35 , 35 , 36 , 36 , 36 ," 246,976,033 "," 260,093,649 "," 286,522,916 "," 297,635,751 "," 320,127,168 "," 341,715,700 "," 32,554 "," 33,883 "," 35,269 "," 36,554 "," 36,852 "," 37,587 "," 38,196 "," 40,287 "," 43,393 "," 44,153 "," 44,580 "," 45,212 "
309091541,Southport - South," 8,520 "," 8,479 "," 8,478 "," 8,720 "," 9,059 "," 9,120 ", 40 , 41 , 41 , 41 , 41 , 41 ," 373,979,120 "," 394,885,728 "," 430,197,468 "," 448,524,082 "," 462,865,476 "," 490,909,099 "," 33,673 "," 35,767 "," 37,453 "," 38,564 "," 38,767 "," 40,250 "," 43,894 "," 46,572 "," 50,743 "," 51,436 "," 51,095 "," 53,828 "
309101267,Benowa," 4,638 "," 4,798 "," 4,780 "," 4,980 "," 5,152 "," 5,081 ", 46 , 46 , 46 , 46 , 46 , 46 ," 255,943,222 "," 281,584,694 "," 287,597,263 "," 317,953,465 "," 333,022,350 "," 338,600,292 "," 36,941 "," 38,748 "," 40,412 "," 42,020 "," 42,751 "," 44,123 "," 55,184 "," 58,688 "," 60,167 "," 63,846 "," 64,639 "," 66,640 "
309101268,Bundall," 2,623 "," 2,643 "," 2,656 "," 2,796 "," 2,931 "," 2,921 ", 45 , 46 , 45 , 45 , 45 , 45 ," 147,761,846 "," 159,600,982 "," 168,609,055 "," 188,549,849 "," 198,484,909 "," 208,035,126 "," 37,306 "," 38,913 "," 40,914 "," 43,332 "," 43,959 "," 46,370 "," 56,333 "," 60,386 "," 63,482 "," 67,436 "," 67,719 "," 71,221 "
309101269,Main Beach," 2,231 "," 2,303 "," 2,423 "," 2,464 "," 2,553 "," 2,485 ", 50 , 50 , 50 , 50 , 51 , 52 ," 147,819,118 "," 160,861,373 "," 174,831,772 "," 187,838,640 "," 187,278,107 "," 197,621,731 "," 39,714 "," 41,600 "," 42,737 "," 42,507 "," 45,591 "," 47,449 "," 66,257 "," 69,849 "," 72,155 "," 76,233 "," 73,356 "," 79,526 "
309101270,Surfers Paradise," 12,341 "," 12,790 "," 13,102 "," 13,756 "," 14,811 "," 15,005 ", 35 , 35 , 36 , 36 , 35 , 36 ," 625,563,648 "," 650,540,574 "," 683,075,353 "," 776,910,156 "," 785,062,395 "," 800,211,001 "," 31,861 "," 34,209 "," 35,205 "," 35,546 "," 35,175 "," 35,559 "," 50,690 "," 50,863 "," 52,135 "," 56,478 "," 53,005 "," 53,330 "
310011271,Darra - Sumner," 2,345 "," 2,338 "," 2,330 "," 2,389 "," 2,541 "," 2,643 ", 36 , 37 , 36 , 36 , 36 , 36 ," 98,938,260 "," 107,411,896 "," 111,832,388 "," 115,051,318 "," 125,019,344 "," 130,279,699 "," 38,532 "," 42,091 "," 43,131 "," 43,366 "," 43,582 "," 44,101 "," 42,191 "," 45,942 "," 47,997 "," 48,159 "," 49,201 "," 49,292 "
310011272,Durack," 3,138 "," 3,213 "," 3,457 "," 3,661 "," 3,823 "," 3,931 ", 41 , 41 , 40 , 40 , 39 , 39 ," 131,488,488 "," 140,871,485 "," 157,272,674 "," 167,150,067 "," 173,444,410 "," 183,858,680 "," 39,208 "," 40,152 "," 41,861 "," 41,806 "," 41,485 "," 42,976 "," 41,902 "," 43,844 "," 45,494 "," 45,657 "," 45,369 "," 46,771 "
310011273,Forest Lake - Doolandella," 14,168 "," 14,502 "," 14,723 "," 14,989 "," 15,306 "," 15,944 ", 39 , 40 , 40 , 40 , 40 , 40 ," 687,154,717 "," 758,002,435 "," 801,480,740 "," 826,662,217 "," 857,557,077 "," 896,266,969 "," 44,338 "," 47,360 "," 48,600 "," 48,889 "," 49,964 "," 50,449 "," 48,500 "," 52,269 "," 54,437 "," 55,151 "," 56,028 "," 56,213 "
310011274,Inala - Richlands," 5,656 "," 5,902 "," 5,867 "," 5,952 "," 6,379 "," 6,840 ", 38 , 38 , 38 , 38 , 37 , 37 ," 201,090,496 "," 219,539,323 "," 229,195,505 "," 232,016,321 "," 253,454,288 "," 277,158,946 "," 33,749 "," 34,827 "," 36,687 "," 36,281 "," 37,081 "," 37,674 "," 35,553 "," 37,197 "," 39,065 "," 38,981 "," 39,733 "," 40,520 "
310011275,Oxley (Qld)," 3,842 "," 3,927 "," 4,050 "," 4,257 "," 4,345 "," 4,634 ", 38 , 38 , 38 , 38 , 38 , 38 ," 190,208,527 "," 214,636,358 "," 224,378,975 "," 240,487,011 "," 250,300,986 "," 271,579,935 "," 44,293 "," 47,519 "," 48,236 "," 49,942 "," 50,516 "," 51,209 "," 49,508 "," 54,657 "," 55,402 "," 56,492 "," 57,607 "," 58,606 "
310011276,Wacol," 1,037 ", 994 ," 1,006 "," 1,129 "," 1,171 "," 1,098 ", 39 , 39 , 38 , 37 , 37 , 37 ," 36,853,886 "," 39,993,344 "," 42,827,103 "," 47,349,922 "," 52,022,020 "," 48,752,131 "," 35,385 "," 39,972 "," 41,361 "," 40,350 "," 40,846 "," 41,898 "," 35,539 "," 40,235 "," 42,572 "," 41,940 "," 44,425 "," 44,401 "
310021277,Boonah," 6,098 "," 6,228 "," 6,225 "," 6,305 "," 6,447 "," 6,365 ", 46 , 46 , 46 , 47 , 47 , 47 ," 237,191,032 "," 257,167,813 "," 268,007,504 "," 281,817,782 "," 292,702,315 "," 298,354,913 "," 33,236 "," 34,995 "," 35,676 "," 37,700 "," 38,414 "," 39,548 "," 38,897 "," 41,292 "," 43,053 "," 44,698 "," 45,401 "," 46,874 "
310021278,Esk," 2,164 "," 2,174 "," 2,200 "," 2,206 "," 2,199 "," 2,174 ", 49 , 49 , 50 , 50 , 50 , 50 ," 75,910,163 "," 85,176,206 "," 89,117,103 "," 96,418,516 "," 94,063,864 "," 98,894,040 "," 27,703 "," 31,941 "," 33,151 "," 34,337 "," 34,632 "," 37,466 "," 35,079 "," 39,179 "," 40,508 "," 43,707 "," 42,776 "," 45,489 "
310021279,Lake Manchester - England Creek, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
310021280,Lockyer Valley - East," 8,342 "," 8,487 "," 8,567 "," 8,747 "," 9,040 "," 9,204 ", 43 , 44 , 44 , 44 , 44 , 44 ," 329,744,679 "," 367,105,003 "," 391,035,443 "," 412,682,417 "," 429,363,176 "," 438,814,656 "," 35,612 "," 38,242 "," 40,475 "," 41,148 "," 41,999 "," 42,608 "," 39,528 "," 43,255 "," 45,644 "," 47,180 "," 47,496 "," 47,677 "
310021281,Lowood," 5,956 "," 6,143 "," 6,172 "," 6,301 "," 6,428 "," 6,396 ", 43 , 44 , 44 , 44 , 44 , 44 ," 243,044,546 "," 275,147,611 "," 288,983,942 "," 309,676,653 "," 317,172,155 "," 322,096,442 "," 37,010 "," 39,545 "," 41,113 "," 41,987 "," 43,461 "," 44,652 "," 40,807 "," 44,790 "," 46,822 "," 49,147 "," 49,342 "," 50,359 "
310021282,Rosewood," 5,888 "," 5,916 "," 5,793 "," 5,939 "," 6,026 "," 6,039 ", 43 , 44 , 44 , 44 , 44 , 45 ," 267,064,855 "," 282,842,725 "," 285,720,645 "," 297,896,988 "," 308,056,317 "," 316,493,773 "," 40,960 "," 43,293 "," 44,366 "," 44,974 "," 45,940 "," 48,039 "," 45,357 "," 47,810 "," 49,322 "," 50,159 "," 51,121 "," 52,408 "
310031283,Brassall," 4,625 "," 4,709 "," 4,754 "," 4,826 "," 5,109 "," 5,278 ", 39 , 39 , 39 , 39 , 39 , 38 ," 209,821,519 "," 228,343,968 "," 241,165,352 "," 249,779,733 "," 267,580,604 "," 279,144,975 "," 42,044 "," 43,629 "," 45,729 "," 46,966 "," 47,308 "," 47,936 "," 45,367 "," 48,491 "," 50,729 "," 51,757 "," 52,374 "," 52,888 "
310031284,Bundamba," 3,804 "," 3,869 "," 3,889 "," 3,974 "," 4,131 "," 4,399 ", 40 , 41 , 40 , 40 , 40 , 39 ," 163,580,747 "," 172,414,687 "," 180,483,706 "," 186,452,831 "," 196,382,018 "," 212,450,026 "," 40,813 "," 41,941 "," 43,336 "," 43,611 "," 45,004 "," 46,460 "," 43,002 "," 44,563 "," 46,409 "," 46,918 "," 47,539 "," 48,295 "
310031285,Churchill - Yamanto," 3,242 "," 3,253 "," 3,382 "," 3,442 "," 3,616 "," 3,703 ", 39 , 39 , 38 , 38 , 38 , 38 ," 150,958,256 "," 159,458,165 "," 171,827,008 "," 179,125,406 "," 192,840,406 "," 200,839,398 "," 42,259 "," 45,096 "," 46,955 "," 48,057 "," 50,605 "," 51,438 "," 46,563 "," 49,019 "," 50,806 "," 52,041 "," 53,330 "," 54,237 "
310031286,Ipswich - Central," 3,458 "," 3,393 "," 3,319 "," 3,299 "," 3,410 "," 3,319 ", 41 , 42 , 42 , 43 , 43 , 44 ," 159,377,582 "," 168,204,740 "," 171,238,612 "," 171,727,666 "," 180,754,642 "," 185,483,262 "," 39,752 "," 42,499 "," 44,400 "," 44,419 "," 46,308 "," 48,687 "," 46,090 "," 49,574 "," 51,593 "," 52,054 "," 53,007 "," 55,885 "
310031287,Ipswich - East," 8,179 "," 8,311 "," 8,217 "," 8,182 "," 8,334 "," 8,550 ", 40 , 40 , 40 , 41 , 41 , 41 ," 358,871,239 "," 386,778,933 "," 394,391,098 "," 405,290,334 "," 419,074,430 "," 442,670,650 "," 40,066 "," 41,864 "," 43,087 "," 44,533 "," 45,542 "," 46,914 "," 43,877 "," 46,538 "," 47,997 "," 49,534 "," 50,285 "," 51,774 "
310031288,Ipswich - North," 2,415 "," 2,504 "," 2,517 "," 2,561 "," 2,669 "," 2,757 ", 42 , 43 , 43 , 43 , 43 , 43 ," 131,381,199 "," 141,518,357 "," 145,866,000 "," 156,360,049 "," 162,489,603 "," 170,617,295 "," 47,055 "," 48,664 "," 49,357 "," 51,948 "," 50,866 "," 52,512 "," 54,402 "," 56,517 "," 57,952 "," 61,054 "," 60,880 "," 61,885 "
310031289,Karalee - Barellan Point," 2,811 "," 2,907 "," 2,974 "," 3,018 "," 3,127 "," 3,242 ", 43 , 44 , 44 , 44 , 44 , 44 ," 152,001,954 "," 170,608,269 "," 183,798,020 "," 191,050,630 "," 200,186,167 "," 205,376,409 "," 47,678 "," 50,893 "," 53,008 "," 54,153 "," 54,802 "," 55,207 "," 54,074 "," 58,689 "," 61,802 "," 63,304 "," 64,019 "," 63,349 "
310031290,Karana Downs," 3,412 "," 3,440 "," 3,450 "," 3,568 "," 3,636 "," 3,681 ", 43 , 44 , 44 , 44 , 44 , 45 ," 199,614,348 "," 213,196,258 "," 221,587,618 "," 233,604,687 "," 240,466,496 "," 243,192,325 "," 48,102 "," 51,459 "," 54,277 "," 54,791 "," 56,401 "," 55,711 "," 58,504 "," 61,976 "," 64,228 "," 65,472 "," 66,135 "," 66,067 "
310031291,Leichhardt - One Mile," 2,837 "," 2,811 "," 2,826 "," 2,920 "," 3,042 "," 3,208 ", 38 , 38 , 39 , 39 , 39 , 38 ," 115,952,468 "," 121,662,216 "," 129,375,537 "," 138,017,887 "," 142,642,373 "," 150,752,176 "," 38,578 "," 40,399 "," 42,761 "," 44,135 "," 43,913 "," 44,060 "," 40,872 "," 43,281 "," 45,780 "," 47,266 "," 46,891 "," 46,993 "
310031292,North Ipswich - Tivoli," 2,943 "," 2,893 "," 2,920 "," 2,860 "," 2,904 "," 2,931 ", 40 , 41 , 41 , 42 , 42 , 41 ," 122,556,186 "," 129,945,215 "," 137,276,114 "," 135,824,058 "," 141,858,056 "," 145,784,295 "," 39,096 "," 41,854 "," 43,177 "," 44,010 "," 45,736 "," 46,270 "," 41,643 "," 44,917 "," 47,012 "," 47,491 "," 48,849 "," 49,739 "
310031293,Raceview," 7,376 "," 7,391 "," 7,442 "," 7,454 "," 7,642 "," 7,586 ", 38 , 39 , 39 , 39 , 39 , 40 ," 343,106,894 "," 364,397,856 "," 383,474,453 "," 392,717,006 "," 407,542,400 "," 412,336,556 "," 43,671 "," 44,846 "," 47,130 "," 48,484 "," 48,657 "," 49,810 "," 46,517 "," 49,303 "," 51,528 "," 52,685 "," 53,329 "," 54,355 "
310031294,Ripley," 1,624 "," 1,645 "," 1,793 "," 1,929 "," 2,159 "," 2,657 ", 41 , 41 , 41 , 41 , 40 , 38 ," 83,095,907 "," 88,677,257 "," 99,401,668 "," 110,239,031 "," 126,240,086 "," 157,310,334 "," 46,833 "," 48,432 "," 50,234 "," 51,282 "," 53,958 "," 54,538 "," 51,167 "," 53,907 "," 55,439 "," 57,148 "," 58,472 "," 59,206 "
310031295,Riverview," 1,167 "," 1,129 "," 1,078 "," 1,071 "," 1,078 "," 1,123 ", 39 , 38 , 40 , 40 , 40 , 40 ," 44,412,118 "," 45,356,466 "," 46,331,034 "," 47,355,525 "," 45,662,821 "," 48,457,018 "," 38,170 "," 39,693 "," 41,470 "," 42,176 "," 41,084 "," 41,061 "," 38,057 "," 40,174 "," 42,979 "," 44,216 "," 42,359 "," 43,150 "
310041296,Bellbird Park - Brookwater," 4,718 "," 5,166 "," 5,594 "," 6,349 "," 6,962 "," 7,685 ", 38 , 38 , 38 , 38 , 38 , 38 ," 255,856,046 "," 302,092,452 "," 344,071,440 "," 397,038,907 "," 438,879,058 "," 488,043,791 "," 46,089 "," 49,374 "," 50,952 "," 52,700 "," 53,000 "," 54,865 "," 54,230 "," 58,477 "," 61,507 "," 62,536 "," 63,039 "," 63,506 "
310041297,Camira - Gailes," 4,949 "," 4,912 "," 4,881 "," 4,886 "," 5,040 "," 5,134 ", 41 , 41 , 41 , 42 , 42 , 42 ," 223,564,903 "," 236,063,247 "," 245,104,582 "," 247,714,386 "," 257,634,006 "," 262,881,172 "," 41,703 "," 43,543 "," 45,573 "," 46,294 "," 46,935 "," 47,414 "," 45,174 "," 48,058 "," 50,216 "," 50,699 "," 51,118 "," 51,204 "
310041298,Carole Park, 47 , 34 , 32 , 31 , 24 , 32 , 42 , 46 , 49 , 44 , 49 , 46 ," 2,199,810 "," 2,893,254 "," 1,299,533 "," 1,248,052 "," 1,102,072 "," 1,827,866 "," 41,294 "," 43,169 "," 26,070 "," 36,468 "," 41,695 "," 49,582 "," 46,804 "," 85,096 "," 40,610 "," 40,260 "," 45,920 "," 57,121 "
310041299,Collingwood Park - Redbank," 3,970 "," 4,071 "," 4,156 "," 4,152 "," 4,224 "," 4,266 ", 36 , 37 , 37 , 38 , 38 , 38 ," 179,077,194 "," 195,354,532 "," 204,272,104 "," 209,501,099 "," 214,266,571 "," 220,348,430 "," 42,591 "," 44,730 "," 46,476 "," 46,959 "," 47,510 "," 48,549 "," 45,108 "," 47,987 "," 49,151 "," 50,458 "," 50,726 "," 51,652 "
310041300,Goodna," 3,857 "," 4,053 "," 4,227 "," 4,467 "," 4,673 "," 4,741 ", 37 , 37 , 37 , 37 , 37 , 37 ," 155,579,889 "," 174,762,460 "," 188,754,340 "," 202,113,268 "," 212,770,655 "," 218,058,998 "," 38,947 "," 40,704 "," 42,466 "," 42,648 "," 43,368 "," 43,552 "," 40,337 "," 43,119 "," 44,654 "," 45,246 "," 45,532 "," 45,994 "
310041301,New Chum, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
310041302,Redbank Plains," 7,215 "," 7,620 "," 7,853 "," 8,075 "," 8,585 "," 9,061 ", 34 , 34 , 35 , 35 , 35 , 35 ," 306,439,393 "," 340,259,272 "," 366,386,487 "," 381,514,578 "," 411,552,887 "," 434,144,131 "," 40,818 "," 42,757 "," 43,929 "," 44,452 "," 45,467 "," 45,972 "," 42,473 "," 44,653 "," 46,656 "," 47,246 "," 47,939 "," 47,913 "
310041303,Springfield," 3,584 "," 3,658 "," 3,631 "," 3,702 "," 3,784 "," 3,796 ", 37 , 37 , 38 , 38 , 38 , 38 ," 176,289,385 "," 193,126,302 "," 197,382,044 "," 207,274,404 "," 214,204,726 "," 216,008,300 "," 47,010 "," 49,740 "," 50,943 "," 52,089 "," 52,035 "," 53,307 "," 49,188 "," 52,796 "," 54,360 "," 55,990 "," 56,608 "," 56,904 "
310041304,Springfield Lakes," 5,635 "," 6,147 "," 6,568 "," 7,296 "," 8,032 "," 8,744 ", 34 , 34 , 35 , 35 , 35 , 35 ," 294,934,436 "," 342,881,250 "," 382,040,935 "," 434,035,417 "," 480,731,220 "," 520,873,167 "," 49,496 "," 51,704 "," 53,744 "," 54,327 "," 54,693 "," 55,216 "," 52,340 "," 55,780 "," 58,167 "," 59,490 "," 59,852 "," 59,569 "
311011305,Beaudesert," 6,017 "," 6,087 "," 6,044 "," 6,085 "," 6,279 "," 6,466 ", 44 , 45 , 45 , 46 , 45 , 46 ," 239,918,904 "," 256,677,260 "," 270,046,870 "," 277,731,707 "," 293,132,233 "," 304,859,841 "," 35,095 "," 37,019 "," 38,859 "," 39,553 "," 40,324 "," 40,747 "," 39,874 "," 42,168 "," 44,680 "," 45,642 "," 46,685 "," 47,148 "
311021306,Beenleigh," 4,043 "," 3,913 "," 3,854 "," 3,774 "," 3,908 "," 4,008 ", 39 , 39 , 40 , 41 , 40 , 41 ," 165,590,158 "," 171,360,478 "," 172,364,220 "," 174,691,581 "," 184,708,832 "," 190,160,376 "," 37,562 "," 39,908 "," 40,951 "," 42,642 "," 43,759 "," 44,023 "," 40,957 "," 43,793 "," 44,723 "," 46,288 "," 47,264 "," 47,445 "
311021307,Eagleby," 5,162 "," 5,253 "," 5,269 "," 5,339 "," 5,571 "," 5,617 ", 38 , 38 , 39 , 39 , 39 , 40 ," 190,833,892 "," 206,065,430 "," 218,716,015 "," 224,121,280 "," 237,715,867 "," 241,223,001 "," 34,743 "," 37,020 "," 38,796 "," 39,389 "," 40,155 "," 40,601 "," 36,969 "," 39,228 "," 41,510 "," 41,978 "," 42,670 "," 42,945 "
311021308,Edens Landing - Holmview," 3,381 "," 3,413 "," 3,501 "," 3,593 "," 3,695 "," 3,841 ", 37 , 38 , 38 , 38 , 38 , 37 ," 148,338,288 "," 158,894,914 "," 168,718,987 "," 175,934,264 "," 187,333,558 "," 198,229,449 "," 41,130 "," 43,445 "," 45,049 "," 45,376 "," 47,096 "," 48,424 "," 43,874 "," 46,556 "," 48,192 "," 48,966 "," 50,699 "," 51,609 "
311021309,Mount Warren Park," 3,075 "," 3,062 "," 3,026 "," 3,029 "," 3,108 "," 3,053 ", 40 , 41 , 41 , 41 , 41 , 42 ," 138,085,074 "," 146,201,877 "," 149,331,401 "," 153,506,117 "," 160,531,553 "," 161,423,592 "," 40,803 "," 42,895 "," 45,118 "," 45,386 "," 46,479 "," 47,789 "," 44,906 "," 47,747 "," 49,349 "," 50,679 "," 51,651 "," 52,874 "
311021310,Wolffdene - Bahrs Scrub," 3,108 "," 3,182 "," 3,291 "," 3,371 "," 3,542 "," 3,582 ", 42 , 42 , 42 , 43 , 42 , 42 ," 147,445,833 "," 165,141,346 "," 175,552,707 "," 188,905,741 "," 201,035,620 "," 209,438,686 "," 39,108 "," 42,031 "," 43,991 "," 45,673 "," 47,964 "," 48,874 "," 47,441 "," 51,899 "," 53,343 "," 56,038 "," 56,758 "," 58,470 "
311031311,Boronia Heights - Park Ridge," 5,911 "," 5,773 "," 5,779 "," 5,774 "," 5,890 "," 5,947 ", 39 , 40 , 41 , 41 , 41 , 41 ," 246,418,314 "," 259,423,077 "," 269,282,538 "," 278,564,580 "," 287,524,003 "," 287,978,074 "," 38,259 "," 40,363 "," 41,472 "," 42,571 "," 43,811 "," 43,802 "," 41,688 "," 44,937 "," 46,597 "," 48,245 "," 48,816 "," 48,424 "
311031312,Browns Plains," 3,572 "," 3,583 "," 3,620 "," 3,641 "," 3,842 "," 3,824 ", 36 , 36 , 36 , 37 , 36 , 37 ," 150,922,592 "," 163,199,497 "," 168,864,898 "," 172,924,211 "," 181,710,334 "," 183,363,270 "," 40,511 "," 43,007 "," 44,196 "," 44,784 "," 44,418 "," 45,569 "," 42,252 "," 45,548 "," 46,648 "," 47,494 "," 47,296 "," 47,951 "
311031313,Chambers Flat - Logan Reserve," 2,058 "," 2,023 "," 2,120 "," 2,239 "," 2,489 "," 2,783 ", 44 , 45 , 45 , 45 , 45 , 43 ," 92,912,738 "," 98,346,883 "," 103,003,047 "," 114,481,995 "," 130,517,751 "," 144,966,628 "," 38,744 "," 40,071 "," 41,459 "," 43,229 "," 44,759 "," 44,869 "," 45,147 "," 48,614 "," 48,586 "," 51,131 "," 52,438 "," 52,090 "
311031314,Crestmead," 5,385 "," 5,359 "," 5,265 "," 5,380 "," 5,532 "," 5,589 ", 36 , 36 , 37 , 37 , 37 , 36 ," 220,255,971 "," 234,192,253 "," 236,662,286 "," 249,406,009 "," 258,592,939 "," 267,247,006 "," 39,960 "," 41,637 "," 43,044 "," 44,172 "," 44,405 "," 45,890 "," 40,902 "," 43,701 "," 44,950 "," 46,358 "," 46,745 "," 47,817 "
311031315,Greenbank Military Camp, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
311031316,Hillcrest," 4,455 "," 4,544 "," 4,559 "," 4,577 "," 4,707 "," 4,704 ", 40 , 40 , 40 , 41 , 41 , 41 ," 215,808,367 "," 234,731,363 "," 240,728,317 "," 251,801,151 "," 256,431,044 "," 261,589,659 "," 42,448 "," 44,859 "," 46,037 "," 46,976 "," 47,782 "," 49,396 "," 48,442 "," 51,657 "," 52,803 "," 55,014 "," 54,479 "," 55,610 "
311031317,Marsden," 5,324 "," 5,601 "," 5,776 "," 6,026 "," 6,356 "," 6,518 ", 36 , 36 , 36 , 36 , 36 , 36 ," 210,338,294 "," 238,240,704 "," 252,647,371 "," 268,162,061 "," 290,292,855 "," 300,909,886 "," 38,275 "," 40,515 "," 41,875 "," 42,193 "," 43,278 "," 44,225 "," 39,508 "," 42,535 "," 43,741 "," 44,501 "," 45,672 "," 46,166 "
311031318,Munruben - Park Ridge South," 2,660 "," 2,689 "," 2,691 "," 2,678 "," 2,731 "," 2,814 ", 44 , 44 , 45 , 45 , 45 , 45 ," 123,700,931 "," 132,278,774 "," 141,366,057 "," 142,009,920 "," 150,303,240 "," 155,321,592 "," 41,125 "," 43,065 "," 45,911 "," 46,321 "," 47,313 "," 48,660 "," 46,504 "," 49,193 "," 52,533 "," 53,028 "," 55,036 "," 55,196 "
311031319,Regents Park - Heritage Park," 8,511 "," 8,669 "," 8,716 "," 8,777 "," 9,010 "," 9,085 ", 39 , 39 , 40 , 40 , 40 , 40 ," 390,501,167 "," 418,793,540 "," 439,367,708 "," 451,728,068 "," 466,628,977 "," 479,973,244 "," 43,143 "," 45,353 "," 46,491 "," 47,546 "," 48,206 "," 48,896 "," 45,882 "," 48,309 "," 50,409 "," 51,467 "," 51,790 "," 52,831 "
