,name,property_type,property_feature,coordinates,desc,postcode,week_rent,sa2_coor,closest_sa2,2023 Population,2023Pred,bedroom_num,bathroom_num,parking_num
1805,5 Nossal Drive Point Cook VIC 3030,House,"['Available Now', '$2318', '512m²']","[-37.8907196, 144.7199668]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,535.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['3'],['2']
1806,9 Windsong Way Point Cook VIC 3030,House,"['Thursday, 15th September 2022', '$1738']","[-37.8928291, 144.752296]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['2']
1807,58 Lennon Boulevard Point Cook VIC 3030,House,['Available Now'],"[-37.8908632, 144.7401309]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,560.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1808,34 Fongeo Drive Point Cook VIC 3030,House,"['Thursday, 8th September 2022', '$2434']","[-37.9107439, 144.7427697]",Alamanda School Zone: walking to the school. All this and more located only 20 kms from Melbourne's CBD. ,3030,560.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['4']
1809,44 Victorking Drive Point Cook VIC 3030,House,"['Thursday, 15th September 2022', '$2390']","[-37.9051824, 144.7309492]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,550.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1810,195 Saltwater Promenade Point Cook VIC 3030,House,"['Saturday, 17th September 2022', '$1738']","[-37.9100321, 144.773627]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['2']
1811,4 Waverley Place Point Cook VIC 3030,Townhouse,"['Thursday, 8th September 2022']","[-37.9102973, 144.7717705]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,510.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['2']
1812,251 Haze Drive Point Cook VIC 3030,House,"['Available Now', '$1782']","[-37.9102858, 144.7618967]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,410.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1813,16 Whalers Street Point Cook VIC 3030,House,"['Available Now', '$1912']","[-37.9093119, 144.7737557]","FOLLOW THIS LINK TO VIEW OUR PROPERTIES AND APPLY ONLINE (COPY AND PASTE INTO YOUR BROWER): 
https://www.2apply.com.au/Agency/AdvantagePG",3030,440.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1814,4 Carrick Street Point Cook VIC 3030,House,"['Available Now', '$1912']","[-37.9102622, 144.7724729]","FOLLOW THIS LINK TO VIEW OUR PROPERTIES AND APPLY ONLINE (COPY AND PASTE INTO YOUR BROWER): 
https://www.2apply.com.au/Agency/AdvantagePG",3030,440.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1815,17 Carrick Street Point Cook VIC 3030,Townhouse,['Available Now'],"[-37.91052980000001, 144.7722104]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,370.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['2']
1816,234 Sanctuary Lakes South Blvd Sanctuary Lakes VIC 3030,House,"['Available Now', '$2346']","[-37.9044672, 144.7747001]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,540.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1817,36 Tom Roberts Parade Point Cook VIC 3030,House,"['Available Now', '$1825']","[-37.8932394, 144.7295978]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,420.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1818,8 Sakura Walk Point Cook VIC 3030,Townhouse,['Available Now'],"[-37.8832391, 144.7171025]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,390.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['2']
1819,18 Totem Way Point Cook VIC 3030,Townhouse,['Available Now'],"[-37.9060694, 144.7211116]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,380.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['3'],['2'],['1']
1820,9 Seabird Drive Point Cook VIC 3030,House,"['Available Now', '$2042']","[-37.9118475, 144.7839296]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,470.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1821,44 Grassbird Drive Point Cook VIC 3030,House,"['Available Now', '$1738']","[-37.9042636, 144.7226885]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1822,34 Gardener Drive Point Cook VIC 3030,House,"['Available Now', '$1695']","[-37.9055026, 144.7229334]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,390.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1823,23 Kittyhawk Road Point Cook VIC 3030,House,"['Available Now', '$1738']","[-37.9131472, 144.7614474]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Point Cook - South,21249.074926018016,73987.2666666666,['4'],['2'],['2']
1824,66 Powlett Street Werribee VIC 3030,House,"['Friday, 30th September 2022']","[-37.9212961, 144.6451241]","Nestled within the young and impressive Riverwalk estate, this stunning built family home offers natural light, comfort and space, beautiful parklands, walking distance to Riverwalk primary school &amp; Riverwalk village Park and proximity to Werribee train station, Werribee secondary school, Childcare, public transport, and very smooth access to freeway.",3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],['2']
1825,80 Silvereye Crescent Werribee VIC 3030,House,"['Monday, 26th September 2022', '$1456', '130m²']","[-37.8808069, 144.6731151]","This three bedroom home is situated minutes walk from Pacific Werribee &amp; public transport. Featuring master with full ensuite and walk in robe, other bedrooms with built in robes, separate L shaped lounge, heating and cooling and kitchen that overlooks the meals area. Outside you will find a generous rear yard that includes a undercover decked area, garden shed and wide frontage with side access",3030,335.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['3'],['2'],[]
1826,3/42-44 Cottrell Street Werribee VIC 3030,Apartment / Unit / Flat,"['Saturday, 24th September 2022', '$1217']","[-37.899774, 144.656413]","Neat and tidy 2 bedroom unit, located within a stones' throw to public transport, local schools, Watton St shopping and café precinct and Werribee Racecourse!",3030,280.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['2'],['1'],['1']
1827,9 Carly Terrace Werribee VIC 3030,Townhouse,"['Available Now', '$1716']","[-37.8950506, 144.669471]","This spacious townhouse has been freshly painted throughout, with new carpet and blinds. Sure to impress!",3030,395.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['3'],['2'],['2']
1828,2 Maimones Road Werribee South VIC 3030,House,"['Saturday, 10th September 2022', '$1217']","[-37.9488896, 144.7066694]","This quaint and cosy farmhouse has been recently updated with new blinds and a fresh coat of paint, and is ready for the perfect tenant!
Located in the heart of Werribee South, and only minutes walk to Werribee South general store and a stone's throw to Wyndham Harbour and Werribee South beach, this home also features ",3030,280.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['2'],['1'],['3']
1829,18 Wagner Werribee VIC 3030,House,"['Friday, 9th September 2022', '$1694']","[-37.9172254, 144.6360387]","This modern home is located only 4 km to Werribee CBD and Station, Redlands Estate offers a fresh place to live and play. It's an ideal place to call home with local amenities right at your fingertips. Nearby walking and bike paths meander along the tranquil Werribee River, the Primary and Secondary schools are second to none, and the local shopping precinct and health facilities are within easy",3030,390.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],[]
1830,20 Deutgam Street Werribee VIC 3030,House,"['Available Now', '$2086', '500m²']","[-37.9082289, 144.6559679]",First National Westwood are proud to present this immaculately kept family home. ,3030,480.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['3'],['2'],['4']
1831,1/137 Greaves Street Werribee VIC 3030,Apartment / Unit / Flat,"['Available Now', '$1433']","[-37.8986048, 144.6472242]","Freshly painted throughout this gorgeous 2 bedroom Unit with Brand New Carpet throughout, BIR's, Tiled Bathroom with Shower and Bath, Laundry, Separate Toilet, Tiled Kitchen/Meals area, Separate Lounge, Single Garage with internal and rear access, Security doors, New Roller Blinds throughout, Split System Heating &amp; Cooling, Ceiling Fans, Electric Oven &amp; Gas Hotplate, Gas hot water. Close proximity",3030,330.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['2'],['1'],['1']
1832,5 Goegan Street Werribee VIC 3030,House,"['Available Now', '$1868']","[-37.90271449999999, 144.6697068]",OBRIEN REAL ESTATE EXPRESS APPROVAL This property is available for the express application process.,3030,430.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],['3']
1833,91 Songlark Crescent Werribee VIC 3030,House,"['Available Now', '$1738']","[-37.8792952, 144.6681849]",This well-presented family home close to Werribee plaza schools and transport will accommodate the large or growing family.,3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],['2']
1834,2/19 Jellicoe Street Werribee VIC 3030,Townhouse,"['Available Now', '$1868']","[-37.8988179, 144.6676276]","Superbly built this 3 storey townhouse is in a position you rarely find.
Placed right in the heart of Werribee, Jellicoe street is just 700 meters from Werribee train station and a short walk to Werribee's ever growing hub of restaurants, cafes, and shopping centres. With an array of schools nearby and the convenience of public transport connectivity, this property is a must see!
 Second floor",3030,430.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['2'],['3'],['2']
1835,28 Nantilla Crescent Werribee VIC 3030,House,"['Available Now', '$2151']","[-37.9000394, 144.6743585]","Within close proximity to Mackillop Catholic College, Corpus Christi Primary School &amp; Werribee Secondary College, you'll find convenience in having nearby freeway access, whilst being only a 1015-minute stroll from Werribee's CBD.",3030,495.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],['4']
1836,4/11 Edgar Street Werribee VIC 3030,House,"['Available Now', '$1304']","[-37.897583, 144.6492253]","This clean and spacious unit is centrally located within 1.5 kilometres to Werribee CBD, public transport, medical centre and shops, primary schools and much more. 
Property features include: 
 Two large bedrooms, with built in robes 
 Spacious living/meals area upon entry
 Tidy kitchen, with plenty of storage 
 Central bathroom, with separate toilet 
 Private courtyard
Other features include",3030,300.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['2'],['1'],['1']
1837,71 Aquatic Drive Werribee South VIC 3030,Townhouse,"['Available Now', '$1738']","[-37.9616197, 144.7067424]",Maximum List are proud to present this fantastic 3-bedroom townhouse that exudes style and class throughout.,3030,400.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['3'],['2'],['2']
1838,8 Radisson Crescent Werribee VIC 3030,House,"['Available Now', '$1825']","[-37.8997995, 144.6641401]","OBRIEN REAL ESTATE WERRIBEE WELCOMES YOU TO 8 Radisson Crescent, Werribee.
Please click on the ""APPLY"" button for your application to be shortlisted and we will contact you to arrange an inspection. We also accept applications as digitally viewed online. ",3030,420.0,"[xcoord    144.612903
ycoord    -37.882968
Name: Wyndham Vale, dtype: float64, xcoord    144.672363
ycoord    -37.915069
Name: Werribee - South, dtype: float64, xcoord    144.766118
ycoord    -37.774893
Name: Deer Park - Derrimut, dtype: float64, xcoord    144.733520
ycoord    -37.904739
Name: Point Cook - South, dtype: float64]",Werribee - South,18198.554015743317,69146.3999999999,['4'],['2'],['2']
