,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,Y,X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
10,"350 SOUTHERN CROSS ROAD, SOUTHERN CROSS",-38.29652,142.403947,Koroit And District Primary School,3.1165,Werribee Railway Station (Werribee),202.8291,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.1,2.9,237.9,172.7
11,"285 SOUTHERN CROSS RAOD, SOUTHERN CROSS",-38.302526,142.401332,Koroit And District Primary School,3.0662,Werribee Railway Station (Werribee),203.1908,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.8,3.6,238.2,172.4
12,"285 SOUTHERN CROSS ROAD, SOUTHERN CROSS",-38.30222049,142.40224556,Koroit And District Primary School,3.1288,Werribee Railway Station (Werribee),203.1056,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.8,3.5,238.2,172.5
13,"158 BURRELLS FLAT, SOUTHERN CROSS",-38.2816605,142.4063316,Koroit And District Primary School,3.503,Werribee Railway Station (Werribee),202.2922,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),4.7,6.1,239.4,175.9
14,"394 FAULKNERS NORTH ROAD, TARRONE",-38.2454532,142.1927606,Port Fairy Consolidated School,15.9738,Werribee Railway Station (Werribee),219.9595,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),18.4,17.0,18.4,17.0
15,"395 FAULKNERS RD NORTH, TARRONE",-38.245265,142.191073,Port Fairy Consolidated School,16.0235,Werribee Railway Station (Werribee),220.1019,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),18.4,17.0,260.6,195.6
16,"394 FAULKNERS RD NORTH, TARRONE",-38.23982,142.1913233,Koroit And District Primary School,16.5855,Werribee Railway Station (Werribee),219.9836,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),20.4,20.9,261.3,196.4
17,"281 KOROIT - PORT FAIRY ROAD, CROSSLEY",-38.3139537,142.3279524,Koroit And District Primary School,4.2902,Werribee Railway Station (Werribee),209.7323,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),5.4,6.1,244.3,178.6
18,"170 PENSHURST-PORT FAIRY ROAD, CROSSLEY",-38.3152358002,142.3005718002,Koroit And District Primary School,6.4741,Werribee Railway Station (Werribee),212.1048,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),8.7,7.2,251.3,182.2
19,"61 MCCARTNEYS ROAD, CROSSLEY",-38.3228865,142.3308844,Koroit And District Primary School,4.7288,Werribee Railway Station (Werribee),209.6893,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),6.8,7.3,247.1,178.8
20,"151 PENSHURST PORT FAIRY RD, CROSSLEY",-38.33716001,142.29597001,Koroit And District Primary School,8.0684,Werribee Railway Station (Werribee),213.0103,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),11.1,8.8,248.8,180.5
21,"16 LOWERY ROAD, CROSSLEY",-38.31638239,142.34106749,Koroit And District Primary School,3.5923,Werribee Railway Station (Werribee),208.6667,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),4.3,5.2,243.2,177.8
22,"20 SHEEHANS ROAD, CROSSLEY",-38.311269,142.304605,Koroit And District Primary School,5.9834,Werribee Railway Station (Werribee),211.6696,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),8.4,7.4,246.3,182.8
23,"880 PRINCES HIGHWAY, TOWER HILL",-38.331275,142.354302,Koroit And District Primary School,4.4909,Werribee Railway Station (Werribee),207.89,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),6.6,6.6,242.0,174.9
24,"37 SCENIC DRIVE, TOWER HILL",-38.309302,142.349855,Koroit And District Primary School,2.4941,Werribee Railway Station (Werribee),207.7514,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.9,4.9,242.1,176.7
25,"809 PRINCES HIGHWAY, TOWER HILL",-38.331596,142.361976,Koroit And District Primary School,4.386,Werribee Railway Station (Werribee),207.2431,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),6.0,6.2,241.4,174.5
26,"328 SURVEY LANE, TOWER HILL",-38.343278,142.350892,Koroit And District Primary School,5.8541,Werribee Railway Station (Werribee),208.4756,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),8.0,9.6,243.5,177.9
27,"1324 WARRNAMBOOL-PENSHURST ROAD, WARRONG",-38.2101747,142.313774,Koroit And District Primary School,10.3199,Werribee Railway Station (Werribee),208.8799,-38.29244,142.3687,Koroit And District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),13.4,10.3,254.3,185.9
28,"96 COOMETE ROAD, WILLATOOK",-38.1687393,142.2324367,Hawkesdale P12 College,10.2377,Werribee Railway Station (Werribee),215.296,-38.10698,142.31917,Hawkesdale P12 College,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),20.1,17.0,266.2,194.0
29,"654 CARAMUT ROAD, YANGERY",-38.32083001,142.46251001,Woodford Primary School,1.9741,Werribee Railway Station (Werribee),198.4061,-38.31681,142.4845,Woodford Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.9,3.1,2.9,3.1
30,"89 YARPTURK SCHOOL ROAD, YARPTURK",-38.29135315,142.43532176,Woodford Primary School,5.1467,Werribee Railway Station (Werribee),200.0251,-38.31681,142.4845,Woodford Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),7.0,7.5,236.0,172.5
31,"76 TOOLONG NORTH ROAD, PORT FAIRY",-38.35266001,142.24202001,Port Fairy Consolidated School,3.9579,Werribee Railway Station (Werribee),217.9875,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),4.5,5.8,253.3,184.9
32,"503 PRINCES HIGHWAY, PORT FAIRY",-38.376409002,142.2300759002,Port Fairy Consolidated School,1.145,Werribee Railway Station (Werribee),219.5934,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.4,2.0,254.9,186.9
33,"4/35 GIPPS STREET, PORT FAIRY",-38.386969,142.240274,Port Fairy Consolidated School,1.0539,Werribee Railway Station (Werribee),218.9977,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,3.1,255.2,189.8
34,"22 ELIZABETH STREET, PORT FAIRY",-38.386266,142.221606,Port Fairy Consolidated School,0.5792,Werribee Railway Station (Werribee),220.5655,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.0,1.9,256.6,189.5
35,"5 SINGLETON STREET, PORT FAIRY",-38.3897091002,142.2265501002,Port Fairy Consolidated School,0.3726,Werribee Railway Station (Werribee),220.2347,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,3.4,257.8,191.8
36,"UP/19 GIPPS STREET, PORT FAIRY",-38.3889511,142.2409359,Port Fairy Consolidated School,1.1407,Werribee Railway Station (Werribee),218.9932,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.3,3.5,255.4,190.3
37,"2/20 COX STREET, PORT FAIRY",-38.3853532,142.2373325,Port Fairy Consolidated School,0.8085,Werribee Railway Station (Werribee),219.2057,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.0,2.3,255.2,189.9
38,"40 GRIFFITHS STREET, PORT FAIRY",-38.3800912,142.2418863,Port Fairy Consolidated School,1.3968,Werribee Railway Station (Werribee),218.683,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.9,3.8,254.3,187.7
39,"82 GIPPS STREET, PORT FAIRY",-38.383087,142.239434,Port Fairy Consolidated School,1.0554,Werribee Railway Station (Werribee),218.9685,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.2,254.7,188.7
40,"2/119 GRIFFITH STREET, PORT FAIRY",-38.3776551,142.2426141,Port Fairy Consolidated School,1.6038,Werribee Railway Station (Werribee),218.5587,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.2,4.5,254.0,187.0
41,"21 POWLING STREET, PORT FAIRY",-38.389219,142.224045,Port Fairy Consolidated School,0.4651,Werribee Railway Station (Werribee),220.4347,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.8,2.4,256.7,190.3
42,"67A GIPPS STREET, PORT FAIRY",-38.3841899,142.2397713,Port Fairy Consolidated School,1.0447,Werribee Railway Station (Werribee),218.9683,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.1,254.9,189.0
43,"UP/55 PHILIP STREET, PORT FAIRY",-38.3908873,142.2207115,Port Fairy Consolidated School,0.8091,Werribee Railway Station (Werribee),220.7612,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.0,257.2,190.6
44,"3 WHALERS DRIVE, PORT FAIRY",-38.3805719,142.2339372,Port Fairy Consolidated School,0.8368,Werribee Railway Station (Werribee),219.3711,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.2,2.1,255.9,188.6
45,"1/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
46,"3/192B GRIFFITHS STREET, PORT FAIRY",-38.372685,142.247588,Port Fairy Consolidated School,2.2927,Werribee Railway Station (Werribee),218.0092,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.9,6.4,253.5,185.9
47,"DOWN/53 GIPPS STREET, PORT FAIRY",-38.3851182,142.2397603,Port Fairy Consolidated School,1.022,Werribee Railway Station (Werribee),218.9933,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,2.9,255.0,189.3
48,"2/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,1.7,2.8
49,"4/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
50,"69B GIPPS STREET, PORT FAIRY",-38.3840472,142.2398523,Port Fairy Consolidated School,1.0557,Werribee Railway Station (Werribee),218.9578,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.4,3.1,254.8,189.0
51,"2/1 CASTWOOD PLACE, PORT FAIRY",-38.3775193,142.2420511,Port Fairy Consolidated School,1.5751,Werribee Railway Station (Werribee),218.6031,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.4,5.0,254.1,187.3
52,"2/41A GIPPS STREET, PORT FAIRY",-38.386523,142.240426,Port Fairy Consolidated School,1.0665,Werribee Railway Station (Werribee),218.9732,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,3.0,255.1,189.7
53,"91 GIPPS STREET, PORT FAIRY",-38.382511,142.240295,Port Fairy Consolidated School,1.1494,Werribee Railway Station (Werribee),218.8805,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.3,254.7,188.5
54,"DOWN/70 GRIFFITHS STREET, PORT FAIRY",-38.3832841,142.2419188,Port Fairy Consolidated School,1.2529,Werribee Railway Station (Werribee),218.7625,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.2,4.5,254.7,188.6
55,"19 O'REILLY STREET, PORT FAIRY",-38.3878751,142.2264632,Port Fairy Consolidated School,0.2073,Werribee Railway Station (Werribee),220.1944,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.5,1.1,256.3,189.0
56,"46 CAMPBELL STREET, PORT FAIRY",-38.387196,142.234055,Port Fairy Consolidated School,0.5138,Werribee Railway Station (Werribee),219.5319,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.5,1.2,256.6,189.6
57,"40 WILLIAM STREET, PORT FAIRY",-38.38234001,142.23138001,Port Fairy Consolidated School,0.5495,Werribee Railway Station (Werribee),219.6338,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.8,1.3,255.8,188.3
58,"114 PRINCES HIGHWAY, PORT FAIRY",-38.3749647,142.22999856,Port Fairy Consolidated School,1.3031,Werribee Railway Station (Werribee),219.5634,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,2.3,254.8,186.6
59,"5 SINGLETON ST, PORT FAIRY",-38.3897091002,142.2265501002,Port Fairy Consolidated School,0.3726,Werribee Railway Station (Werribee),220.2347,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,3.4,257.8,191.8
60,"2B OCEAN DRIVE, PORT FAIRY",-38.3910385,142.2272171,Port Fairy Consolidated School,0.4982,Werribee Railway Station (Werribee),220.2126,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.4,2.4,257.5,190.8
61,"DOWN/19 GIPPS STREET, PORT FAIRY",-38.3889511,142.2409359,Port Fairy Consolidated School,1.1407,Werribee Railway Station (Werribee),218.9932,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.3,3.5,255.4,190.3
62,"82 OCEAN DRIVE, PORT FAIRY",-38.391881,142.2186143,Port Fairy Consolidated School,1.0224,Werribee Railway Station (Werribee),220.9652,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.8,3.5,257.4,191.1
63,"84 GIPPS STREET, PORT FAIRY",-38.382877,142.239416,Port Fairy Consolidated School,1.0628,Werribee Railway Station (Werribee),218.9646,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.2,254.7,188.7
64,"4A HANLEY COURT, PORT FAIRY",-38.375069,142.245574,Port Fairy Consolidated School,1.9858,Werribee Railway Station (Werribee),218.241,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.6,5.6,253.9,186.7
65,"7/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
66,"32A SACKVILLE STREET, PORT FAIRY",-38.384862,142.236538,Port Fairy Consolidated School,0.7525,Werribee Railway Station (Werribee),219.2605,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.0,2.4,1.0,2.4
67,"8/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
68,"UP/53 GIPPS STREET, PORT FAIRY",-38.3851182,142.2397603,Port Fairy Consolidated School,1.022,Werribee Railway Station (Werribee),218.9933,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,2.9,255.0,189.3
69,"56A GIPPS STREET, PORT FAIRY",-38.3850097,142.2392393,Port Fairy Consolidated School,0.9792,Werribee Railway Station (Werribee),219.0348,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.3,3.0,255.0,189.2
70,"9/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
71,"60 OCEAN DRIVE, PORT FAIRY",-38.3915449,142.2208149,Port Fairy Consolidated School,0.847,Werribee Railway Station (Werribee),220.7695,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,3.3,257.3,190.9
72,"4/43 GIPPS STREET, PORT FAIRY",-38.3860408,142.2399766,Port Fairy Consolidated School,1.0292,Werribee Railway Station (Werribee),218.9989,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.2,2.9,255.1,189.5
73,"1/43 GIPPS STREET, PORT FAIRY",-38.3860408,142.2399766,Port Fairy Consolidated School,1.0292,Werribee Railway Station (Werribee),218.9989,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.2,2.9,1.2,2.9
74,"3/13-17 THISTLE PLACE, PORT FAIRY",-38.3879681,142.214786,Port Fairy Consolidated School,1.1832,Werribee Railway Station (Werribee),221.189,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.8,257.3,190.4
75,"DOWN/55 PHILIP STREET, PORT FAIRY",-38.3908873,142.2207115,Port Fairy Consolidated School,0.8091,Werribee Railway Station (Werribee),220.7612,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.5,3.0,257.2,190.6
76,"1/1 CASTWOOD PLACE, PORT FAIRY",-38.3774412,142.2418188,Port Fairy Consolidated School,1.5652,Werribee Railway Station (Werribee),218.6209,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.4,5.0,254.1,187.3
77,"2583 PRINCES HIGHWAY, PORT FAIRY",-38.3864992,142.208841,Port Fairy Consolidated School,1.6932,Werribee Railway Station (Werribee),221.6565,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,2.7,257.7,190.3
78,"104 OCEAN DRIVE, PORT FAIRY",-38.393329,142.217193,Port Fairy Consolidated School,1.2177,Werribee Railway Station (Werribee),221.1236,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,3.8,257.6,191.3
79,"18 OCEAN DRIVE, PORT FAIRY",-38.391483,142.225219,Port Fairy Consolidated School,0.6001,Werribee Railway Station (Werribee),220.3939,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.6,2.6,1.6,2.6
80,"27 THISTLE PLACE, PORT FAIRY",-38.3879332,142.2116562,Port Fairy Consolidated School,1.4545,Werribee Railway Station (Werribee),221.4541,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,3.4,257.6,191.0
81,"1802A PRINCES HWY, ROSEBROOK",-38.3532793,142.2545222,Port Fairy Consolidated School,4.3566,Werribee Railway Station (Werribee),216.9362,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),4.9,5.9,251.4,183.0
82,"1802A PRINCES HIGHWAY, ROSEBROOK",-38.353279,142.254522,Port Fairy Consolidated School,4.3566,Werribee Railway Station (Werribee),216.9362,-38.38662,142.22822,Port Fairy Consolidated School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),4.9,5.9,4.9,5.9
83,"23 TREANNA ROAD, NARRAWONG",-38.251609002,141.7215599002,Narrawong District Primary School,0.4518,Werribee Railway Station (Werribee),260.8565,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.5,0.8,309.9,224.6
84,"2 OCEAN VIEW DRIVE WEST, NARRAWONG",-38.26503,141.683953,Narrawong District Primary School,3.1676,Werribee Railway Station (Werribee),264.3199,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.7,5.2,313.9,230.1
85,"45 WINDHAM STREET, NARRAWONG",-38.2530177,141.7117283,Narrawong District Primary School,0.4263,Werribee Railway Station (Werribee),261.7302,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.6,0.9,310.9,225.8
86,"33 WALDERS ROAD, NARRAWONG",-38.2458368,141.7046369,Narrawong District Primary School,1.2923,Werribee Railway Station (Werribee),262.2399,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),2.0,3.6,312.3,228.5
87,"22 GRAVES STREET, NARRAWONG",-38.254558,141.699857,Narrawong District Primary School,1.4785,Werribee Railway Station (Werribee),262.7829,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.7,2.3,311.9,227.2
88,"9 OCEAN VIEW DRIVE WEST, NARRAWONG",-38.26503,141.683953,Narrawong District Primary School,3.1676,Werribee Railway Station (Werribee),264.3199,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),3.7,5.2,313.9,230.1
89,"64 THE ESPLANADE, NARRAWONG",-38.254652,141.709062,Narrawong District Primary School,0.6935,Werribee Railway Station (Werribee),261.9859,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.9,1.7,0.9,1.7
90,"14 THE ESPLANADE, NARRAWONG",-38.253837,141.715161,Narrawong District Primary School,0.1787,Werribee Railway Station (Werribee),261.4447,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.4,0.8,310.7,225.7
91,"46 WINDHAM STREET, NARRAWONG",-38.252325,141.711815,Narrawong District Primary School,0.4189,Werribee Railway Station (Werribee),261.7124,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.5,0.8,310.8,225.6
92,"11 PUDDYS LANE, NARRAWONG",-38.2533478,141.7090442,Narrawong District Primary School,0.6638,Werribee Railway Station (Werribee),261.968,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.8,1.1,311.1,226.0
93,"72 ALLITS ROAD, NARRAWONG",-38.245931,141.718196,Narrawong District Primary School,0.7624,Werribee Railway Station (Werribee),261.0646,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),0.8,1.7,311.1,226.5
94,"LOT 70 THE ESPLANADE, NARRAWONG",-38.254761,141.708491,Narrawong District Primary School,0.7448,Werribee Railway Station (Werribee),262.037,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.0,2.0,311.3,226.8
95,"22 BRIDGE STREET, NARRAWONG",-38.254678,141.706876,Narrawong District Primary School,0.8779,Werribee Railway Station (Werribee),262.1759,-38.25268,141.71658,Narrawong District Primary School,19921,-37.8994,144.6611,Werribee Railway Station (Werribee),1.0,2.1,311.3,227.0
